# Blank lines and comment lines in this file are ignored.  The first non-blank,
# non-comment line must be a list of field names.  Otherwise the order of
# entries in this file doesn't matter.  make_awards_list.pl will sort the awards
# for output.
#
# Note: The URL field may contain just a bare date (i.e. the date of a git
# commit) as YYYY-MM-DD, if there's no web URL that refers to the award.

Awardee,URL,Description,Gold star,Plush hippo,Gold watch,Platinum watch,Silver star,Elfyns star,Stinkbomb

MOP,https://cygwin.com/ml/cygwin/2004-04/msg00947.html,"For &quot;sheer cleverness&quot; (<i>a.k.a.</i> saying it with sheet music)."

MW,https://cygwin.com/ml/cygwin/2008-06/msg00504.html,For pointing out what should have been obvious.

MWe,https://cygwin.com/ml/cygwin-talk/2006-q3/msg00348.html,For wisely redirecting what could have been an HTML email flame war into the <a href='https://cygwin.com/ml/cygwin-talk/'>hippo zone</a>.
MWe,https://cygwin.com/ml/cygwin/2006-07/msg00741.html,For explaining things.

PAH,https://cygwin.com/ml/cygwin-apps/2007-04/msg00055.html,For taking over `cron`.,2
PAH,https://cygwin.com/ml/cygwin/2004-05/msg00502.html,For high quality contributions that touched many parts of the Cygwin DLL.,5
PAH,https://cygwin.com/ml/cygwin/2003-06/msg00344.html,For providing data to help track down a bug.

PB,https://cygwin.com/ml/cygwin/2007-03/msg00863.html,For not being afraid to climb on that ol' soapbox re: <a href='https://cygwin.com/acronyms/#3PP'>3PPs</a>.

PBL,https://cygwin.com/pipermail/cygwin-apps/2025-April/044138.html,For adopting the `nano` package.

PC,http://cygwin.com/ml/cygwin/2017-03/msg00413.html,For shocking and audacious disservice to the community.

PF,https://cygwin.com/ml/cygwin-apps/2015-01/msg00089.html,For adopting the `rpm` package.
PF,https://cygwin.com/ml/cygwin/2013-06/msg00250.html,For offering a simple solution to a long-standing problem.

PR,https://cygwin.com/ml/cygwin/2003-12/msg00411.html,For actually testing a snapshot unbidden and reporting that it fixed a problem.

RH,https://cygwin.com/ml/cygwin/2009-07/msg00579.html,For tireless support of the setup command line.

RLC,https://cygwin.com/ml/cygwin-apps/2003-11/msg00314.html,For taking over `splint`.

RRS,https://cygwin.com/ml/cygwin/2003-04/msg00915.html,For suggesting &quot;`cygcheck` as an attachment&quot;.
RRS,https://cygwin.com/ml/cygwin/2003-04/msg00170.html,For conspicuous service to the Cygwin community.

RRSMC,https://cygwin.com/ml/cygwin/2004-10/msg00512.html,For an attempt to apply a creative solution to a problem.
RRSMC,https://cygwin.com/ml/cygwin-apps/2004-01/msg00041.html,For adopting the `ssmtp` package.

RU,https://cygwin.com/ml/cygwin-apps/2007-07/msg00090.html,For being mentally prepared to take over maintainership of `perl`.
RU,https://cygwin.com/ml/cygwin-apps/2006-08/msg00005.html,For adopting the `clisp` package.
RU,https://cygwin.com/ml/cygwin-apps/2004-10/msg00093.html,For adopting the `mhash` package.
RU,https://cygwin.com/ml/cygwin-apps/2004-10/msg00050.html,For adopting the `postgresql` package.

SB,https://cygwin.com/ml/cygwin/2014-05/msg00320.html,For tracking down and fixing a screen corruption bug in `screen`.
SB,https://cygwin.com/ml/cygwin-apps/2013-11/msg00026.html,For patching setup to allow it to run as non-admin.
SB,https://cygwin.com/ml/cygwin/2009-09/msg00395.html,For explaining why we need `C:\cygwin`.

SS,https://cygwin.com/ml/cygwin-apps/2007-07/msg00121.html,For efforts in adopting a tough package (`emacs`).

TK,https://cygwin.com/ml/cygwin-apps/2015-02/msg00044.html,For adopting the `cmake` package.
TK,https://cygwin.com/ml/cygwin-apps/2014-08/msg00011.html,For adopting the `p7zip` package.

TW,https://cygwin.com/ml/cygwin/2018-02/msg00053.html,For maintaining the workhorse `mintty` package.,,1
TW,https://cygwin.com/ml/cygwin/2015-07/msg00110.html,For adopting the `mintty` package.

TY,https://cygwin.com/pipermail/cygwin-apps/2025-April/044176.html,For patching and debugging screen version 5 for Cygwin.
TY,https://cygwin.com/pipermail/cygwin-patches/2025q1/013457.html,For fixing complex and difficult to reproduce bugs.,,1
TY,2024-01-03,"For (silently) adopting the `atk1.0`, `fribidi`, `gtk3`, `libdatrie`, `libthai`, and `pango1.0` packages.",6
TY,https://cygwin.com/pipermail/cygwin-apps/2024-January/043348.html,For adopting the `pocl` package.
TY,https://cygwin.com/pipermail/cygwin-apps/2023-September/043150.html,"For adopting the `libsamplerate`, `soxr`, and `wavpack` packages.",3
TY,https://cygwin.com/pipermail/cygwin-apps/2023-January/042535.html,"For adopting the `libsndfile`, `mpg123`, `opus`, `opus-tools`, `opusfile`, and `SDL2` packages.",6
TY,https://cygwin.com/pipermail/cygwin/2021-November/249855.html,For overhauling the Cygwin pipe code to make XEmacs unusable.
TY,https://cygwin.com/ml/cygwin/2019-12/msg00132.html,"For adding support for pseudo-consoles in the Cygwin DLL, so console applications can work in PTYs like mintty, ssh, GNU screen, or tmux.",,1
TY,http://cygwin.com/ml/cygwin/2019-03/msg00273.html,For fixing a long-standing bug in screen.
TY,https://cygwin.com/ml/cygwin-apps/2018-07/msg00030.html,"For adopting the `inetutils`, `rsh` and `tcp_wrappers` packages.",3

VQ,https://cygwin.com/ml/cygwin-apps/2006-11/msg00029.html,For picking up the problematic `ImageMagick` package and making it functional.

VZ,https://cygwin.com/ml/cygwin-apps/2015-04/msg00029.html,For adopting the `xclip` package.
VZ,https://cygwin.com/ml/cygwin-apps/2013-08/msg00239.html,For adopting the `bsflite` package.
VZ,https://cygwin.com/ml/cygwin-apps/2012-04/msg00037.html,For adopting the `tcm` package.
VZ,https://cygwin.com/ml/cygwin-apps/2008-03/msg00122.html,For being the go-to guy (GTG) for GTG.
VZ,https://cygwin.com/ml/cygwin-apps/2007-12/msg00100.html,For adopting the `rcs` package.
VZ,https://cygwin.com/ml/cygwin-apps/2007-12/msg00092.html,For adopting the `squid` package.
VZ,https://cygwin.com/ml/cygwin-apps/2007-12/msg00081.html,For adopting the `enscript` package.
VZ,https://cygwin.com/ml/cygwin-apps/2007-07/msg00068.html,For adopting the `db` package.
VZ,https://cygwin.com/ml/cygwin-apps/2007-04/msg00030.html,For cleaning up the `mingw-runtime` package.
VZ,https://cygwin.com/ml/cygwin-apps/2005-09/msg00035.html,For packaging `texi2html` for Cygwin.
VZ,https://cygwin.com/ml/cygwin-apps/2003-11/msg00286.html,For packaging `man` for Cygwin.

WY,https://cygwin.com/ml/cygwin-apps/2012-03/msg00222.html,For redesigning the Cygwin logo in setup.
WY,https://cygwin.com/ml/cygwin/2007-09/msg00525.html,For clearly explaining why security is hard.

YS,https://cygwin.com/pipermail/cygwin-apps/2020-March/039883.html,"For maintaining <em>a lot</em> of packages for many years. Like, more than everyone else put together. Really.",,,,,,,1
YS,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
YS,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
YS,https://cygwin.com/ml/cygwin-apps/2013-01/msg00010.html,For adopting the `grace` package.
YS,https://cygwin.com/ml/cygwin-apps/2012-07/msg00062.html,For adopting the `dejagnu` package.
YS,https://cygwin.com/ml/cygwin-apps/2012-03/msg00239.html,For everything.
YS,https://cygwin.com/ml/cygwin-apps/2012-03/msg00234.html,For adopting the `fribidi` package.
YS,https://cygwin.com/ml/cygwin-apps/2012-03/msg00187.html,For adopting the `fvwm` package.
YS,https://cygwin.com/ml/cygwin-apps/2012-03/msg00057.html,For adopting the `robodoc` package.
YS,https://cygwin.com/ml/cygwin-apps/2011-11/msg00031.html,For adopting the `a2ps` package.
YS,https://cygwin.com/ml/cygwin/2011-03/msg00377.html,For creating a repository of Linux-to-Cygwin cross-compilers for Fedora.
YS,https://cygwin.com/ml/cygwin-apps/2010-06/msg00175.html,For adopting the `e2fsprogs` and `e2fsimage` packages.
YS,https://cygwin.com/ml/cygwin-apps/2010-06/msg00170.html,For adopting the `cppunit` package.
YS,https://cygwin.com/ml/cygwin-apps/2010-06/msg00078.html,For adopting the `boost` package.
YS,https://cygwin.com/ml/cygwin-apps/2010-02/msg00004.html,For adopting the `docbook` package.
YS,https://cygwin.com/ml/cygwin/2009-12/msg01053.html,For cleaning up some ugly old scripts.
YS,https://cygwin.com/ml/cygwin-apps/2009-12/msg00039.html,For adopting the `openbox` package.
YS,https://cygwin.com/ml/cygwin/2009-07/msg00451.html,For taking over maintainership of Cygwin/X after years of neglect.,5
YS,https://cygwin.com/ml/cygwin-apps/2007-07/msg00155.html,For adopting the `libexif` package.
YS,https://cygwin.com/ml/cygwin-apps/2005-09/msg00051.html,For adopting the `libpcre` package.

YST,https://cygwin.com/ml/cygwin/2006-01/msg01193.html,For pointing out that package maintainers should use snapshots.,2
YST,https://cygwin.com/ml/cygwin-apps/2005-01/msg00083.html,For adopting the `fortune` package.,2
YST,https://cygwin.com/ml/cygwin/2004-07/msg00671.html,For a clever use of utilities.

anonymous,https://cygwin.com/ml/cygwin/2004-04/msg00321.html,For contributing a brand new 64-bit Windows system.,10

our_wives,https://cygwin.com/ml/cygwin-talk/2006-q1/msg00228.html,For their invaluable efforts in bringing <a href='https://people.redhat.com/eblake/Evelyn_Joyce_Blake.jpg'>future cygwin users</a> into the world.
our_wives,https://cygwin.com/ml/cygwin-patches/2005-q3/msg00029.html

